OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,SiteEnergyUse(kBtu),ComplianceStatus,Outlier,usage_type
25935,2016,NonResidential,Worship Facility,Philadelphia church,7704 24th Ave NW,Seattle,WA,98117.0,6021503160,6,BALLARD,47.68517,-122.38733,1956,1.0,2,21562,0,21562,"Pre-school/Daycare, Worship Facility",Worship Facility,21052.0,Pre-school/Daycare,400.0,,,,866806.0,Compliant,,Multi-usages
25954,2016,NonResidential,Other,MLK Community Center,3201 E Republican,Seattle,WA,98122.0,5317100295,3,CENTRAL,47.62322,-122.29006,1959,1.0,1,25753,0,25753,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,25753.0,,,,,,1378130.25,Compliant,,Mono-usage
25955,2016,NonResidential,Other,Seattle Tennis Club,922 McGilvra Blvd E,Seattle,WA,98112.0,5317100844,3,EAST,47.62816,-122.28067,1928,1.0,3,71280,0,71280,Other - Recreation,Other - Recreation,71280.0,,,,,,22767828.0,Compliant,,Mono-usage
25965,2016,NonResidential,Senior Care Community,Park Shore Senior Living,1630 43rd Ave. E.,Seattle,WA,98112.0,5318102110,3,EAST,47.63429,-122.27652,1963,1.0,16,153312,0,153312,"Parking, Senior Care Community, Worship Facility",Senior Care Community,148590.0,Parking,72317.0,Worship Facility,4722.0,,20628680.0,Compliant,,Multi-usages
25992,2016,NonResidential,Mixed Use Property,2201 / Enso Condominiums - SEDO,2201 9th Ave. / 820 Blanchard St.,Seattle,WA,98121.0,8729760000,7,DOWNTOWN,47.61811,-122.33908,2009,1.0,19,1206670,201857,1004813,"Multifamily Housing, Office, Parking, Restaurant",Office,319361.0,Multifamily Housing,181047.0,Parking,177210.0,20162015,27684480.0,Compliant,,Multi-usages
26002,2016,NonResidential,Worship Facility,IGLESIA NI CRISTO,7100 42ND AVENUE SOUTH,Seattle,WA,98118.0,8800000005,2,SOUTHEAST,47.53857,-122.28026,1968,1.0,1,24200,0,24200,"Parking, Worship Facility",Worship Facility,24200.0,Parking,0.0,,,,826488.6875,Compliant,,Multi-usages
26017,2016,NonResidential,Residence Hall,Aloha Inn,1911 Aurora Ave N,Seattle,WA,98109.0,9301301410,7,MAGNOLIA / QUEEN ANNE,47.63651,-122.34418,1981,1.0,4,23513,2211,21302,"Office, Parking, Residence Hall/Dormitory, Restaurant, Social/Meeting Hall",Residence Hall/Dormitory,15200.0,Office,2600.0,Social/Meeting Hall,1800.0,,1740568.25,Compliant,,Multi-usages
26040,2016,NonResidential,Self-Storage Facility,Stor-More Self Storage,2850 SW Yancy Street,Seattle,WA,98126.0,9358000450,1,DELRIDGE,47.56785,-122.37039,1994,1.0,3,66610,0,66610,Self-Storage Facility,Self-Storage Facility,66720.0,,,,,,640377.0,Compliant,,Mono-usage
26233,2016,NonResidential,Other,Cascade Designs Inc. Chamonix S,130 S Dakota,Seattle,WA,98134.0,6172900220,2,GREATER DUWAMISH,47.56774,-122.33289,1950,1.0,1,36000,0,36000,"Office, Other",Other,34000.0,Office,1400.0,,,,3646053.75,Compliant,,Multi-usages
26098,2016,NonResidential,K-12 School,Christ the King Middle School,421 N. 117th,Seattle,WA,98133.0,6140100225,5,NORTHWEST,47.71387,-122.3535,1938,1.0,2,23222,0,23222,K-12 School,K-12 School,15006.0,,,,,,1219863.125,Compliant,,Mono-usage
26115,2016,NonResidential,Mixed Use Property,Greenus Building,500 E Pike St,Seattle,WA,98122.0,8804900865,3,EAST,47.61426,-122.3253,1924,1.0,2,24476,0,24476,"Fitness Center/Health Club/Gym, Office, Other, Other - Utility, Restaurant, Retail Store",Fitness Center/Health Club/Gym,7501.0,Office,5872.0,Retail Store,5375.0,,2662054.25,Compliant,,Multi-usages
26119,2016,NonResidential,Retail Store,517 E Pike St Building,517 E Pike St   Upper Level,Seattle,WA,98122.0,8804900910,3,EAST,47.61386,-122.32481,1910,0.0,2,24750,0,24750,"Medical Office, Office, Retail Store",Retail Store,19240.0,Office,2050.0,Medical Office,1250.0,,782343.8125,Compliant,,Multi-usages
26125,2016,NonResidential,K-12 School,Northwest School,1415 Summit Avenue,Seattle,WA,98122.0,8804901000,3,EAST,47.61339,-122.32594,1904,1.0,3,60000,0,60000,K-12 School,K-12 School,48783.0,,,,,,3625407.5,Compliant,,Mono-usage
26126,2016,NonResidential,Other,(ID26126) THE SUMMIT,420 E PIKE ST,Seattle,WA,98122.0,8804901025,3,EAST,47.61449,-122.32592,1954,1.0,2,46560,0,46560,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,46560.0,,,,,,690557.6875,Compliant,,Mono-usage
26139,2016,NonResidential,Other,Salal Credit Union,1515 Dexter Ave. N.,Seattle,WA,98109.0,8807900070,7,MAGNOLIA / QUEEN ANNE,47.63303,-122.34268,1980,1.0,3,30408,0,30408,"Bank Branch, Parking",Bank Branch,25000.0,Parking,5408.0,,,,1440554.25,Compliant,,Multi-usages
26146,2016,NonResidential,Small- and Mid-Sized Office,McHugh,1725 Westlake Ave. N,Seattle,WA,98109.0,8807900390,7,MAGNOLIA / QUEEN ANNE,47.63439,-122.34078,1920,1.0,3,30109,0,30109,"Office, Parking",Office,28400.0,Parking,7200.0,,,,1465795.75,Compliant,,Multi-usages
26154,2016,NonResidential,Small- and Mid-Sized Office,Queen Anne Evangelical Lutheran Church,2400 8th Ave W,Seattle,WA,98119.0,9405800065,7,MAGNOLIA / QUEEN ANNE,47.63985,-122.36712,1960,1.0,2,25481,0,25481,Office,Office,25481.0,,,,,,917100.3125,Compliant,,Mono-usage
26157,2016,NonResidential,Senior Care Community,Caroline Kline Galland Home,7500 Seward Park Ave S,Seattle,WA,98118.0,9412400225,2,SOUTHEAST,47.53515,-122.26556,1967,1.0,1,141297,0,141297,Senior Care Community,Senior Care Community,141297.0,,,,,,19423344.0,Compliant,,Mono-usage
26183,2016,NonResidential,Small- and Mid-Sized Office,Supply Laundry Building,1265 Republican St.,Seattle,WA,98109.0,6849200110,7,LAKE UNION,47.62298,-122.33082,1912,1.0,2,27788,0,27788,"Office, Other - Restaurant/Bar",Office,32610.0,Other - Restaurant/Bar,4874.0,,,,2119806.25,Compliant,,Multi-usages
26218,2016,NonResidential,Hotel,Comfort Inn and Suites,13700 Aurora Ave. N.,Seattle,WA,98133.0,6149700055,5,NORTHWEST,47.729,-122.34473,1990,1.0,4,41704,8584,33120,Hotel,Hotel,41704.0,,,,,,1943899.25,Compliant,,Mono-usage
26235,2016,NonResidential,Warehouse,101 S. Dakota,101 S. Dakota,Seattle,WA,98134.0,6172900280,2,GREATER DUWAMISH,47.56683,-122.33358,1941,1.0,2,22324,0,22324,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21000.0,,,,,,588856.125,Compliant,,Mono-usage
26236,2016,NonResidential,Other,4130 1st Ave,4130 1st Ave South,Seattle,WA,98134.0,6172900300,2,GREATER DUWAMISH,47.5661,-122.33358,1946,1.0,2,31360,0,31360,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,32000.0,,,,,,1725108.25,Compliant,,Mono-usage
