OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ComplianceStatus,Outlier,usage_type,BuildingAge,BuildingRatio,IsMultiUse,NumberPropertyUses
40,2016,NonResidential,Hotel,Silver Cloud University,5036 25th Ave NE,Seattle,WA,98105.0,0925049117,4,NORTHEAST,47.66583,-122.29965,1.0,4,81871,0,81871,Hotel,81871.0,,,,,,Compliant,,Mono-usage,22,1.0,0,1
780,2016,NonResidential,Large Office,King Street Center,201 South Jackson A-15,Seattle,WA,98104.0,5247800795,2,DOWNTOWN,47.59878,-122.33088,1.0,8,446261,124788,321473,Office,343400.0,Parking,114237.0,,,2014201020082001,Compliant,,Multi-usages,18,0.7203699180524402,1,2
376,2016,NonResidential,Large Office,5th and Bell,2301 5th Ave,Seattle,WA,98121.0,0696000175,7,DOWNTOWN,47.61598,-122.34369,1.0,6,287471,83591,203880,Office,191814.0,Parking,72178.0,Other - Restaurant/Bar,5322.0,20162011201020092008,Compliant,,Multi-usages,14,0.7092193647359212,1,4
23743,2016,NonResidential,Mixed Use Property,Elliott Commons,1405 Elliott Ave W,Seattle,WA,98119.0,7666201770,7,MAGNOLIA / QUEEN ANNE,47.63034,-122.37412,1.0,1,24196,0,24196,Other,8711.0,Non-Refrigerated Warehouse,6792.0,Office,5306.0,,Compliant,,Multi-usages,85,1.0,1,4
27821,2016,NonResidential,Supermarket / Grocery Store,70500866 -- Northgate,11100 Roosevelt Way NE,Seattle,WA,98125.0,5724500615,5,North,47.70941,-122.31707,1.0,1,44755,0,44755,Supermarket/Grocery Store,46978.0,,,,,,Compliant,,Mono-usage,20,1.0,0,1
22830,2016,NonResidential,Worship Facility,Freedom Church,9601 35th Ave,Seattle,WA,98126.0,2858600090,1,SOUTHWEST,47.51709,-122.37797,1.0,1,23772,0,23772,Worship Facility,23772.0,,,,,,Non-Compliant,Low outlier,Mono-usage,45,1.0,0,1
27816,2016,NonResidential,Other,Son Shone Inn,1808 18th Ave,Seattle,WA,98122.0,5707500120,3,Central,47.61796,-122.30847,1.0,3,25200,0,25200,Other - Lodging/Residential,25200.0,,,,,,Compliant,,Mono-usage,105,1.0,0,1
351,2016,NonResidential,Large Office,1111 Third Avenue,1111 3rd Ave Suite 310,Seattle,WA,98101.0,0942000050,7,DOWNTOWN,47.60655,-122.33533,1.0,34,776762,162604,614158,Office,606050.0,Parking,154947.0,,,201620092008,Compliant,,Multi-usages,36,0.7906643218901027,1,2
349,2016,NonResidential,Large Office,2nd and Seneca,1191 2nd Avenue,Seattle,WA,98101.0,0942000030,7,DOWNTOWN,47.60614,-122.33674,1.0,29,635303,197231,438072,Office,522667.0,Parking,194435.0,Convenience Store without Gas Station,6122.0,201620152014201320112010200920072000,Compliant,,Multi-usages,25,0.6895481368732715,1,2
20197,2016,NonResidential,Worship Facility,Sephardic Bikur Holim Congregation,6500 52nd Avenue South,Seattle,WA,98118.0,1102000351,2,SOUTHEAST,47.54362,-122.2667,1.0,2,21732,0,21732,Worship Facility,21732.0,,,,,,Compliant,,Mono-usage,51,1.0,0,1
355,2016,NonResidential,Large Office,901 Fifth Avenue,901 Fifth Avenue,Seattle,WA,98164.0,0942000365,7,DOWNTOWN,47.60616,-122.33165,1.0,42,617684,171500,446184,Office,581558.0,Parking,189600.0,Retail Store,18026.0,201520142013,Compliant,,Multi-usages,43,0.7223499394512405,1,4
783,2016,NonResidential,Small- and Mid-Sized Office,Taylor Edwards Building,1518 1st Avenue South,Seattle,WA,98134.0,7666206440,2,GREATER DUWAMISH,47.58958,-122.33369,1.0,6,62370,0,62370,Office,49473.0,Restaurant,10408.0,,,,Compliant,,Multi-usages,109,1.0,1,2
26834,2016,NonResidential,Mixed Use Property,(ID26834) SOO YUEN ASSOCIATION BUILDING,525 MAYNARD AVE S,Seattle,WA,98104.0,5247801900,2,DOWNTOWN,47.59769,-122.32537,1.0,3,20620,0,20620,Multifamily Housing,10060.0,Retail Store,5280.0,Social/Meeting Hall,5280.0,,Compliant,,Multi-usages,107,1.0,1,3
25250,2016,NonResidential,University,Student Union Building / Royal Brougham Pavilion,315 W. Bertona,Seattle,WA,98119.0,8900000555,7,MAGNOLIA / QUEEN ANNE,47.65019,-122.36173,1.0,2,122679,0,122679,College/University,101035.0,Restaurant,2000.0,,,,Compliant,,Multi-usages,57,1.0,1,2
22327,2016,NonResidential,Other,Ballard Masonic Center,2006 NW Market Street,Seattle,WA,98107.0,2767700935,6,BALLARD,47.66894,-122.38242,1.0,2,21528,0,21528,Social/Meeting Hall,21528.0,,,,,,Compliant,,Mono-usage,92,1.0,0,1
752,2016,NonResidential,Large Office,ACTIVE VOICE,2033 6th Ave,Seattle,WA,98121.0,0659000930,7,DOWNTOWN,47.61481,-122.33969,1.0,11,169020,0,169020,Office,156414.0,Bar/Nightclub,10337.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",8208.0,,Compliant,,Multi-usages,53,1.0,1,5
22936,2016,Nonresidential COS,Other,Seattle Asian Art Museum,1400 E Prospect,Seattle,WA,98112.0,2925049087,3,EAST,47.6303,-122.3142,1.0,1,33087,0,33087,Other - Entertainment/Public Assembly,53776.0,,,,,,Compliant,,Mono-usage,84,1.0,0,1
120,2016,NonResidential,K-12 School,Holy Names Academy,728 21st Ave East,Seattle,WA,98112.0,1338800660,3,EAST,47.62644,-122.30429,1.0,6,194104,0,194104,K-12 School,194104.0,,,,,,Compliant,,Mono-usage,108,1.0,0,1
26139,2016,NonResidential,Other,Salal Credit Union,1515 Dexter Ave. N.,Seattle,WA,98109.0,8807900070,7,MAGNOLIA / QUEEN ANNE,47.63303,-122.34268,1.0,3,30408,0,30408,Bank Branch,25000.0,Parking,5408.0,,,,Compliant,,Multi-usages,36,1.0,1,2
19621,2016,NonResidential,Small- and Mid-Sized Office,(ID19621) BALLARD ELKS,6411 SEAVIEW AVE NW,Seattle,WA,98107.0,0467000911,6,BALLARD,47.67528,-122.40836,1.0,2,28492,0,28492,Office,28492.0,,,,,,Compliant,,Mono-usage,38,1.0,0,1
21122,2016,NonResidential,Mixed Use Property,Fremont Court-Equinox Building,3424 Fremont Ave. N.,Seattle,WA,98103.0,1972202755,6,LAKE UNION,47.6502,-122.34959,5.0,3,41827,9226,32601,Multifamily Housing,14273.0,Office,14128.0,Parking,9680.0,,Compliant,,Multi-usages,15,0.7794247734716809,1,5
20242,2016,NonResidential,Hotel,Collegiana Hospitality House,4311 12th Ave NE,Seattle,WA,98105.0,1142000445,4,NORTHEAST,47.66023,-122.31581,1.0,3,20571,0,20571,Hotel,20571.0,,,,,,Compliant,,Mono-usage,86,1.0,0,1
21520,2016,NonResidential,Small- and Mid-Sized Office,1910 Fairview - new,1910 Fairview,Seattle,WA,98104.0,2025049040,4,LAKE UNION,47.63616,-122.32718,1.0,5,54465,9605,44860,Office,57972.0,Parking,0.0,,,,Compliant,,Multi-usages,52,0.8236482144496465,1,2
423,2016,NonResidential,Large Office,One Union Square,600 University Street,Seattle,WA,98101.0,1976700155,7,DOWNTOWN,47.60967,-122.33229,1.0,36,794592,0,794592,Office,748011.0,Parking,36606.0,Other,9975.0,20092005,Compliant,,Multi-usages,36,1.0,1,3
20985,2016,NonResidential,Other,Building Q,670 South Orcas Street,Seattle,WA,98108.0,1722800620,2,GREATER DUWAMISH,47.55168,-122.32459,1.0,1,26400,0,26400,Other - Recreation,20560.0,Non-Refrigerated Warehouse,7200.0,,,,Compliant,,Multi-usages,46,1.0,1,2
401,2016,NonResidential,Hotel,WAC aggregate,1325 6th Ave,Seattle,WA,98101.0,1975700025,7,DOWNTOWN,47.60968,-122.33379,1.0,21,305548,0,305548,Hotel,310000.0,,,,,,Compliant,,Mono-usage,86,1.0,0,1
343,2016,NonResidential,Large Office,Norton Building,801 2nd Ave Suite 1300,Seattle,WA,98104.0,0939000355,7,DOWNTOWN,47.6037,-122.33447,1.0,17,378525,84600,293925,Office,236827.0,Parking,83311.0,Restaurant,14679.0,,Compliant,,Multi-usages,58,0.7765008916187834,1,2
293,2016,NonResidential,Other,ACT Theatre,700 Union St,Seattle,WA,98101.0,2141290000,7,DOWNTOWN,47.61103,-122.33238,1.0,7,128766,0,128766,Other - Entertainment/Public Assembly,109754.0,Other,12876.0,Office,6136.0,,Compliant,,Multi-usages,102,1.0,1,3
24536,2016,NonResidential,Warehouse,Cloverdale Business Park Building A,309 S Cloverdale Street,Seattle,WA,98108.0,3224049012,1,GREATER DUWAMISH,47.52549,-122.33064,1.0,1,31360,0,31360,Non-Refrigerated Warehouse,29640.0,Retail Store,1460.0,,,,Compliant,,Multi-usages,37,1.0,1,2
410,2016,NonResidential,Hotel,Motif Seattle,1414 4th Ave,Seattle,WA,98101.0,1975700255,7,DOWNTOWN,47.60996,-122.33572,0.0,19,332067,59280,272787,Hotel,332067.0,,,,,,Compliant,,Mono-usage,43,0.8214818093938874,0,1
25713,2016,NonResidential,Small- and Mid-Sized Office,International Building,666 S. Dearborn St,Seattle,WA,98104.0,5247802530,2,DOWNTOWN,47.59644,-122.32415,1.0,3,35202,0,35202,Office,24227.0,Bank Branch,9127.0,,,,Compliant,,Multi-usages,37,1.0,1,2
22650,2016,NonResidential,Warehouse,Ballard Hardware & Supply Co Inc,4749 Ballard Ave NW,Seattle,WA,98107.0,2767702360,6,BALLARD,47.66353,-122.38064,1.0,4,42500,0,42500,Non-Refrigerated Warehouse,42500.0,Retail Store,5091.0,,,,Compliant,,Multi-usages,89,1.0,1,2
233,2016,Nonresidential COS,Other,Armory Building,860 Terry Ave N,Seattle,WA,98109.0,4088803210,3,LAKE UNION,47.62759,-122.33661,1.0,1,50000,0,50000,Museum,43000.0,,,,,,Compliant,,Mono-usage,116,1.0,0,1
868,2016,NonResidential,Other,(ID868) BMW SEATTLE - SHOWROOM & OFFICE,1002 AIRPORT WAY S,Seattle,WA,98134.0,7666202740,2,GREATER DUWAMISH,47.59394,-122.32452,1.0,2,51856,0,51856,Automobile Dealership,48103.0,Office,3753.0,,,,Compliant,,Multi-usages,8,1.0,1,2
21916,2016,NonResidential,Mixed Use Property,Union Bay Plaza,4540 Union Bay Plaza NE,Seattle,WA,98105.0,2436201005,4,NORTHEAST,47.66246,-122.29342,1.0,2,22135,0,22135,Medical Office,10388.0,Office,8116.0,Retail Store,3200.0,,Compliant,,Multi-usages,71,1.0,1,4
22860,2016,NonResidential,Mixed Use Property,Lakeside Plaza,7900 East Greenlake Drive North,Seattle,WA,98103.0,2886200375,6,NORTHWEST,47.68582,-122.33709,1.0,3,55912,22850,33062,Parking,24052.0,Office,23501.0,Retail Store,9561.0,,Compliant,,Multi-usages,20,0.5913220775504364,1,3
23912,2016,NonResidential,Small- and Mid-Sized Office,1416 S Jackson,1416 South Jackson Street,Seattle,WA,98133.0,3320000165,3,CENTRAL,47.59973,-122.31331,1.0,1,45068,0,45068,Office,45068.0,,,,,,Non-Compliant,Low outlier,Mono-usage,69,1.0,0,1
21902,2016,NonResidential,Warehouse,Samson,9928 10th Ave South,Seattle,WA,98108.0,2433700165,1,GREATER DUWAMISH,47.51918,-122.31957,1.0,1,22000,0,22000,Non-Refrigerated Warehouse,22000.0,Parking,0.0,,,,Error - Correct Default Data,,Multi-usages,37,1.0,1,2
26331,2016,NonResidential,Small- and Mid-Sized Office,Solid Ground,1501 N. 45th ST.,Seattle,WA,98103.0,4083300310,4,LAKE UNION,47.66117,-122.3391,0.0,3,31686,7358,24328,Office,25927.0,Parking,6750.0,Food Service,3743.0,,Compliant,,Multi-usages,19,0.7677838793157862,1,4
21795,2016,NonResidential,Other,Ignatius Hall,2400 11th Ave East,Seattle,WA,98102.0,2025049007,3,EAST,47.64132,-122.31644,1.0,2,85750,65640,20110,Parking,65000.0,K-12 School,20000.0,,,,Compliant,,Multi-usages,17,0.2345189504373178,1,2
20987,2016,NonResidential,Small- and Mid-Sized Office,Building P,5700 Sixth Avenue South,Seattle,WA,98108.0,1722801079,2,GREATER DUWAMISH,47.55145,-122.32635,1.0,2,25872,0,25872,Office,23272.0,Non-Refrigerated Warehouse,2600.0,,,,Compliant,,Multi-usages,47,1.0,1,2
20836,2016,NonResidential,Large Office,Eastlake Center (North & South),2825 Eastlake AVE E,Seattle,WA,98102.0,1959701300,4,LAKE UNION,47.6465,-122.3252,1.0,5,137738,55504,82234,Office,77796.0,Parking,55504.0,Other,4438.0,,Compliant,,Multi-usages,31,0.5970320463488652,1,3
706,2016,NonResidential,Large Office,333 Elliott West,333 Elliott Ave W,Seattle,WA,98119.0,7666202160,7,MAGNOLIA / QUEEN ANNE,47.62101,-122.36188,1.0,5,183964,46763,137201,Office,133451.0,Parking,46763.0,Data Center,3750.0,,Compliant,,Multi-usages,8,0.7458035267769781,1,3
462,2016,NonResidential,Small- and Mid-Sized Office,Delridge Building,4045 Delridge Way,Seattle,WA,98101.0,2444600005,1,DELRIDGE,47.5671,-122.36416,1.0,3,55593,0,55593,Office,55593.0,,,,,,Compliant,,Mono-usage,56,1.0,0,1
131,2016,NonResidential,Other,Lakeview,1208 NE 64th st,Seattle,WA,98115.0,1797500625,4,NORTHEAST,47.67524,-122.31534,1.0,4,56521,0,56521,Other,49000.0,,,,,,Compliant,,Mono-usage,75,1.0,0,1
693,2016,NonResidential,Small- and Mid-Sized Office,Queen Anne Square East (200),200 W Mercer St,Seattle,WA,98119.0,7015350000,7,MAGNOLIA / QUEEN ANNE,47.62497,-122.35965,1.0,5,98668,0,98668,Office,98668.0,,,,,2016201520142013201220102009,Compliant,,Mono-usage,34,1.0,0,1
618,2016,NonResidential,Small- and Mid-Sized Office,Prefontaine,110 Prefontaine Pl S,Seattle,WA,98104.0,5247801045,7,DOWNTOWN,47.60159,-122.32915,1.0,6,73470,0,73470,Office,47145.0,Non-Refrigerated Warehouse,9477.0,Retail Store,9477.0,,Error - Correct Default Data,,Multi-usages,107,1.0,1,3
358,2016,Nonresidential COS,Large Office,Justice Center,610 5th Ave,Seattle,WA,98104.0,0942000750,3,DOWNTOWN,47.60421,-122.32919,1.0,14,310490,0,310490,Office,269284.0,Other,28394.0,Data Center,600.0,,Compliant,,Multi-usages,15,1.0,1,3
23928,2016,NonResidential,Small- and Mid-Sized Office,Planned Parenthood Western,2001 E Madison ST,Seattle,WA,98122.0,3325049042,3,CENTRAL,47.61744,-122.30514,1.0,3,31357,0,31357,Office,25500.0,Medical Office,5000.0,Parking,0.0,,Compliant,,Multi-usages,17,1.0,1,3
26906,2016,NonResidential,Residence Hall,4503,4503 17th Ave NE,Seattle,WA,98105.0,8823902415,4,NORTHEAST,47.6617,-122.31007,1.0,3,22124,0,22124,Residence Hall/Dormitory,22124.0,,,,,,Compliant,,Mono-usage,87,1.0,0,1
25932,2016,NonResidential,Mixed Use Property,SPBS LLC,5424 Sand Point Way NE,Seattle,WA,98105.0,6012500051,4,NORTHEAST,47.66816,-122.27706,1.0,1,22778,0,22778,Retail Store,21194.0,Office,12923.0,Restaurant,3720.0,,Compliant,,Multi-usages,68,1.0,1,5
34348,2016,NonResidential,Retail Store,Pike Plaza,1401 2nd Ave,Seattle,WA,98101.0,6065010000,7,DOWNTOWN,47.6087,-122.33884,1.0,3,103000,0,103000,Retail Store,103000.0,,,,,,Compliant,,Mono-usage,25,1.0,0,1
19743,2016,NonResidential,Small- and Mid-Sized Office,THE MILLIONAIR CLUB,2507 WESTERN AVE,Seattle,WA,98121.0,0653000205,7,DOWNTOWN,47.61402,-122.35016,1.0,2,21600,0,21600,Office,14400.0,Other - Lodging/Residential,7200.0,,,,Compliant,,Multi-usages,99,1.0,1,2
104,2016,Nonresidential COS,Other,Bagley Wright Theatre,151 Mercer St.,Seattle,WA,98109.0,1985200003,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1.0,1,91213,0,91213,Other,65000.0,,,,,,Compliant,,Mono-usage,54,1.0,0,1
21787,2016,NonResidential,Warehouse,NWCP-SEA OC Bldg,6020 6th Ave S,Seattle,WA,98108.0,2024049036,2,GREATER DUWAMISH,47.54813,-122.32553,1.0,1,35000,0,35000,Non-Refrigerated Warehouse,35000.0,,,,,,Compliant,,Mono-usage,52,1.0,0,1
24600,2016,NonResidential,Medical Office,Navos Psychiatric Hospital,2600 SW Holden St,Seattle,WA,98126.0,7985400265,1,DELRIDGE,47.53419,-122.36624,1.0,1,43615,0,43615,Medical Office,43615.0,,,,,,Compliant,,Mono-usage,46,1.0,0,1
36034,2016,NonResidential,Retail Store,Harvard Market,1401 Broadway,Seattle,WA,98122.0,3148650000,3,EAST,47.61378771,-122.3214255,0.0,3,45743,0,45743,Retail Store,45243.0,,,,,,Compliant,,Mono-usage,20,1.0,0,1
476,2016,NonResidential,Large Office,Yale,823 Yale Ave N.,Seattle,WA,98109.0,1984200185,3,LAKE UNION,47.62621,-122.33128,1.0,6,226592,95000,131592,Office,131592.0,Parking,83178.0,,,,Compliant,,Multi-usages,15,0.5807442451631125,1,2
57,2016,NonResidential,Large Office,5th and Pine,413 Pine Street,Seattle,WA,98101.0,1975700200,7,DOWNTOWN,47.6113,-122.33659,1.0,5,168115,0,168115,Office,103362.0,Retail Store,65676.0,Data Center,493.0,2016,Compliant,,Multi-usages,43,1.0,1,3
20369,2016,NonResidential,Small- and Mid-Sized Office,Emerald Landing I,2157 N. Northlake Way,Seattle,WA,98103.0,4088801740,4,LAKE UNION,47.64834,-122.33188,1.0,2,84116,26497,57619,Office,55000.0,,,,,,Compliant,,Mono-usage,4,0.6849945313614533,0,1
49776,2016,NonResidential,Large Office,Market Place Tower,2025 1st Avenue,Seattle,WA,98121.0,1977200471,7,DOWNTOWN,47.61156,-122.34401,1.0,13,354086,149326,204760,Office,193393.0,Parking,149326.0,Multifamily Housing,38225.0,201620092008,Compliant,,Multi-usages,28,0.578277593578961,1,5
24780,2016,NonResidential,Other,McKinstry SEA - 210 S Hudson Innovation Center,210 S Hudson St,Seattle,WA,98134.0,3573700130,2,GREATER DUWAMISH,47.55768,-122.33137,1.0,3,127065,84710,42355,Parking,84710.0,Office,42355.0,,,,Compliant,,Multi-usages,7,0.3333333333333333,1,2
23164,2016,NonResidential,Small- and Mid-Sized Office,The Weller Building,1225 S Weller Street,Seattle,WA,98144.0,8170100455,3,DOWNTOWN,47.59728,-122.31587,1.0,5,70332,22095,48237,Office,44417.0,Parking,25915.0,,,,Compliant,,Multi-usages,15,0.6858471250639823,1,2
21023,2016,NonResidential,Mixed Use Property,George Pocock Memorial Rowing Center,3316 Fuhrman Ave E,Seattle,WA,98102.0,1959703275,3,NORTHEAST,47.65205,-122.3218,1.0,1,20233,0,20233,Office,7245.0,Non-Refrigerated Warehouse,6644.0,Other,6344.0,,Compliant,,Multi-usages,18,1.0,1,3
374,2016,NonResidential,Mixed Use Property,ECONET (ID#374),3005 1ST AVE,Seattle,WA,98121.0,0695000135,7,DOWNTOWN,47.6177,-122.3545,1.0,4,109347,38700,70647,Laboratory,42389.0,Parking,38700.0,Office,28258.0,,Compliant,,Multi-usages,36,0.6460808252626958,1,3
22480,2016,NonResidential,Small- and Mid-Sized Office,3257 16TH AVE W,3257 16TH AVE W,Seattle,WA,98119.0,2770602690,7,MAGNOLIA / QUEEN ANNE,47.65018,-122.37787,1.0,3,26389,0,26389,Office,16766.0,Fitness Center/Health Club/Gym,9623.0,,,,Compliant,,Multi-usages,24,1.0,1,2
708,2016,NonResidential,Large Office,3131 Elliott Avenue,3131 Elliott Avenue,Seattle,WA,98121.0,7666202240,7,DOWNTOWN,47.61813,-122.35833,1.0,7,277486,80283,197203,Office,178625.0,Parking,87624.0,Other,14653.0,,Compliant,,Multi-usages,30,0.7106772954311209,1,3
20425,2016,NonResidential,Worship Facility,Hope Lutheran Church & School,4456 42nd Ave SW,Seattle,WA,98116.0,0952005960,1,SOUTHWEST,47.56342,-122.38509,1.0,2,37816,0,37816,Worship Facility,19407.0,K-12 School,18701.0,,,,Compliant,,Multi-usages,93,1.0,1,2
21172,2016,NonResidential,Small- and Mid-Sized Office,101 Nickerson,101 Nickerson St,Seattle,WA,98109.0,1972205940,7,MAGNOLIA / QUEEN ANNE,47.64805,-122.35534,1.0,2,23600,0,23600,Office,23600.0,,,,,,Compliant,,Mono-usage,35,1.0,0,1
27567,2016,NonResidential,Small- and Mid-Sized Office,4010 Associates,4010 Stone Way North,Seattle,WA,98020.0,4452300055,4,LAKE UNION,47.65576,-122.34208,1.0,3,20410,0,20410,Office,20410.0,,,,,,Compliant,,Mono-usage,21,1.0,0,1
20976,2016,NonResidential,Warehouse,NWCP-SEA Bldg E,650 S. Lucile St,Seattle,WA,98108.0,1722800145,2,GREATER DUWAMISH,47.55374,-122.32498,1.0,1,22320,0,22320,Non-Refrigerated Warehouse,22320.0,,,,,,Compliant,,Mono-usage,39,1.0,0,1
637,2016,NonResidential,Mixed Use Property,Stadium Innovation Center,1531 Utah Ave S,Seattle,WA,98134.0,7666207045,2,GREATER DUWAMISH,47.58924,-122.33566,1.0,6,286000,111774,174226,Parking,111774.0,Office,108747.0,Other,49271.0,,Compliant,,Multi-usages,7,0.6091818181818182,1,5
21443,2016,NonResidential,Small- and Mid-Sized Office,219 Terry Building,219 Terry Ave. N.,Seattle,WA,98109.0,1986200255,7,LAKE UNION,47.62038,-122.33759,1.0,3,41466,6062,35404,Office,35404.0,Laboratory,5000.0,Parking,1250.0,,Compliant,,Multi-usages,88,0.8538079390343897,1,3
19871,2016,NonResidential,Small- and Mid-Sized Office,2717 3rd Avenue Building,2717 3rd Ave,Seattle,WA,98121.0,0656000045,7,DOWNTOWN,47.6172,-122.34979,1.0,3,33552,4968,28584,Office,26556.0,Parking,4968.0,,,,Compliant,,Multi-usages,62,0.851931330472103,1,2
245,2016,NonResidential,Other,CenturyLink,800 Occidental Ave. South,Seattle,WA,98134.0,7666204876,2,GREATER DUWAMISH,47.59544,-122.33159,1.0,6,1585960,327680,1258280,Other - Entertainment/Public Assembly,1585960.0,Parking,0.0,,,,Compliant,,Multi-usages,17,0.7933869706676082,1,2
642,2016,NonResidential,Warehouse,99/55 South Spokane St. Whse,99/55 South Spokane St.,Seattle,WA,98134.0,7666207506,2,GREATER DUWAMISH,47.57096,-122.3355,1.0,1,99084,0,99084,Non-Refrigerated Warehouse,99084.0,,,,,,Compliant,,Mono-usage,90,1.0,0,1
49709,2016,NonResidential,Other,"Seattle ProCure Management, LLC.",1570 North 115th Street,Seattle,WA,98013.0,3026049128,5,NORTHWEST,47.71286,-122.33635,1.0,2,53575,0,53575,Urgent Care/Clinic/Other Outpatient,53575.0,,,,,,Compliant,,Mono-usage,4,1.0,0,1
23071,2016,NonResidential,Hospital,Main Hospital - All Wings,Facilities Management MS: B-120,Seattle,WA,98133.0,3026049130,5,NORTHWEST,47.71425,-122.33689,8.0,1,415632,0,415632,Hospital (General Medical & Surgical),483520.0,Parking,266833.0,,,,Compliant,,Multi-usages,50,1.0,1,2
19845,2016,NonResidential,Retail Store,000956-Seattle,4900 25th Ave Ne,Seattle,WA,98105.0,0925049406,4,NORTHEAST,47.6646,-122.29932,1.0,1,25735,0,25735,Retail Store,25691.0,,,,,2013,Compliant,,Mono-usage,20,1.0,0,1
49732,2016,NonResidential,Hospital,Seattle Children's Hospital Building Hope,4500 40th Ave NE,Seattle,WA,98145.0,1025049265,4,NORTHEAST,47.66201,-122.28386,1.0,8,330000,0,330000,Hospital (General Medical & Surgical),241500.0,,,,,,Compliant,,Mono-usage,3,1.0,0,1
180,2016,NonResidential,Other,Hope Place,3802 S Othello St,Seattle,WA,98118.0,7378600265,2,GREATER DUWAMISH,47.53722,-122.284,1.0,5,89821,0,89821,Other - Lodging/Residential,46483.0,Office,37938.0,Food Service,4579.0,,Compliant,,Multi-usages,7,1.0,1,3
21537,2016,NonResidential,Hotel,Seattle Pacific Hotel,325 Aurora Ave N,Seattle,WA,98109.0,1991200800,7,LAKE UNION,47.62174,-122.34417,1.0,3,29186,4256,24930,Hotel,19000.0,,,,,,Compliant,,Mono-usage,55,0.8541766600424862,0,1
24769,2016,NonResidential,Senior Care Community,Aljoya Thornton Place,450 NE 100th St,Seattle,WA,98133.0,3226049568,5,NORTH,47.70178,-122.32352,1.0,6,244500,0,244500,Senior Care Community,244500.0,,,,,,Compliant,,Mono-usage,7,1.0,0,1
49725,2016,NonResidential,Other,VM Seattle Hospital & Medical Center - Jones Pavilion,1010 Spring St,Seattle,WA,98101.0,8590901075,3,EAST,47.60989,-122.32659,1.0,7,267470,0,267470,Other,160482.0,Hospital (General Medical & Surgical),106988.0,,,,Compliant,,Multi-usages,4,1.0,1,2
21133,2016,NonResidential,Retail Store,The Fremont Building,3417 Fremont Ave N.,Seattle,WA,98103.0,1972203160,6,LAKE UNION,47.65019,-122.35013,1.0,3,27480,0,27480,Retail Store,22218.0,Office,8668.0,,,,Compliant,,Multi-usages,110,1.0,1,2
758,2016,NonResidential,Other,Pacific Place,600 Pine Street,Seattle,WA,98101.0,6600470000,7,DOWNTOWN,47.61289,-122.33531,1.0,0,947987,0,947987,Other - Mall,561684.0,Other - Entertainment/Public Assembly,100000.0,Restaurant,80000.0,,Compliant,,Multi-usages,17,1.0,1,4
17,2016,NonResidential,Hotel,Executive Pacific Plaza,400 Spring Street,Seattle,WA,98104.0,0942000210,7,DOWNTOWN,47.60699,-122.33346,1.0,9,65009,0,65009,Hotel,65009.0,,,,,,Compliant,,Mono-usage,88,1.0,0,1
619,2016,Nonresidential COS,Other,King Street Station,303 S Jackson Street,Seattle,WA,98104.0,5247801160,2,DOWNTOWN,47.59871,-122.3299,1.0,3,67755,0,67755,Other,33647.0,Office,19705.0,Other - Entertainment/Public Assembly,11988.0,,Compliant,,Multi-usages,110,1.0,1,4
488,2016,NonResidential,Mixed Use Property,UW Medicine Research Phase II,850 Republican Street,Seattle,WA,98109.0,1988201485,7,LAKE UNION,47.62405,-122.34036,1.0,5,436497,153684,282813,Laboratory,175364.0,Parking,173235.0,Office,88901.0,,Compliant,,Multi-usages,8,0.6479151059457453,1,3
24089,2016,NonResidential,Retail Store,646 S HOLGATE ST,646 S HOLGATE ST,Seattle,WA,98134.0,7666203450,2,GREATER DUWAMISH,47.58698,-122.32397,1.0,1,25880,0,25880,Retail Store,25880.0,,,,,,Compliant,,Mono-usage,72,1.0,0,1
20523,2016,NonResidential,Small- and Mid-Sized Office,ABM/ Johnson Barrow,2001 22nd ave. S.,Seattle,WA,98144.0,1498302245,2,GREATER DUWAMISH,47.58528,-122.305,1.0,1,29740,0,29740,Office,17804.0,Non-Refrigerated Warehouse,12208.0,,,,Compliant,,Multi-usages,55,1.0,1,2
25745,2016,NonResidential,Worship Facility,Trinity Parish of Seattle,609 8th Ave,Seattle,WA,98104.0,8590400490,3,EAST,47.60514,-122.32613,1.0,1,48850,0,48850,Worship Facility,28725.0,Office,4325.0,Other,3700.0,,Compliant,,Multi-usages,116,1.0,1,3
34908,2016,NonResidential,Supermarket / Grocery Store,70500887 -- Broadway Market,509-23 BROADWAY E,Seattle,WA,98122.0,6850700315,3,EAST,47.62256,-122.32092,1.0,2,66497,0,66497,Supermarket/Grocery Store,66497.0,,,,,2013,Compliant,,Mono-usage,66,1.0,0,1
